match_id,league_code,home_team,away_team,asian_open_line,asian_close_line,asian_line_change,line_movement_type,hw_movement_type,lw_movement_type,combined_signal,behavior_label
050db150e55b,BUN,柏林赫塔,勒沃库森,-0.25,-0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
cc1f8c1fc49b,LLG,巴伦西亚,马德里竞技,-0.5,-0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
ad2be70426a1,FL1,尼斯,蒙彼利埃,1.0,0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
2c6bc35c2970,BUN,科隆,柏林联合,0.5,0.0,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
451836a8caaf,EPL,西汉姆联,利物浦,-0.75,-1.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
0dbf9518b8d5,ISA,拉齐奥,萨勒尼塔纳,1.5,1.25,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
9be47cf6eae6,ISA,那不勒斯,维罗纳,1.25,1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
d95df97d7e47,LLG,马洛卡,埃尔切,0.25,0.5,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
821bf77cf1e2,LLG,奥萨苏纳,皇家社会,-0.25,0.0,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
7979cd897a82,BUN,菲尔特,法兰克福,-0.5,-0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
78351733550a,ISA,AC米兰,国际米兰,-0.25,0.25,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
3f4673e1f46a,FL1,雷恩,里昂,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
1e1ce3382a80,LLG,皇家贝蒂斯,塞维利亚,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
c042d95b930f,BUN,奥格斯堡,拜仁慕尼黑,-2.25,-2.0,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
064a9a73cffa,LLG,莱万特,毕尔巴鄂竞技,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
5c9e6caa008f,FL1,摩纳哥,里尔,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
00551b2c96d2,EPL,莱斯特城,切尔西,-0.75,-0.5,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
50bb877a0279,LLG,维戈塞尔塔,比利亚雷亚尔,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
c896d5efc10a,ISA,亚特兰大,斯佩齐亚,1.75,1.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
5ac06ae3dba2,BUN,霍芬海姆,RB莱比锡,-0.75,-0.25,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
ba99e346a971,BUN,多特蒙德,斯图加特,1.5,1.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
e54a5169bf69,BUN,勒沃库森,波鸿,1.25,1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
7f2ee4e6fb2f,BUN,比勒费尔德,沃尔夫斯堡,-0.5,-0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
fe53c11f1087,BUN,门兴格拉德巴赫,菲尔特,1.75,1.5,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
d58b58c4d4c8,EPL,阿斯顿维拉,布莱顿,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
03c3cfbc0425,EPL,伯恩利,水晶宫,0.0,0.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
acf83c32f0e8,EPL,纽卡斯尔联,布伦特福德,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
f402ca0c3b13,EPL,诺维奇,南安普顿,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
e3ea4aa58ed9,EPL,沃特福德,曼彻斯特联,-1.25,-1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
a89a10f475f2,EPL,狼队,西汉姆联,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
4c2cdf79ba8b,LLG,塞维利亚,阿拉维斯,1.0,1.25,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
9c652687fefb,FL1,巴黎圣日尔曼,南特,2.0,2.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
f741d31e8552,ISA,拉齐奥,尤文图斯,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
1275fed23299,EPL,利物浦,阿森纳,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
d63be504d28b,BUN,柏林联合,柏林赫塔,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
17660625c849,LLG,马德里竞技,奥萨苏纳,1.0,1.25,0.25,升盘,水位稳定,水位稳定,正常波动,正常盘口
bdf79e21cb05,ISA,佛罗伦萨,AC米兰,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
2d638fc51c3b,FL1,雷恩,蒙彼利埃,1.25,0.75,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
740575f7987c,LLG,巴塞罗那,西班牙人,1.0,1.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
e3aa9abb3dc8,ISA,萨索洛,卡利亚里,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
66bf5f368f34,FL1,布雷斯特,朗斯,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
3cc6120845b8,LLG,赫塔菲,加的斯,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
9d92f0091631,EPL,曼彻斯特城,埃弗顿,1.75,1.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
067b72be25bf,ISA,博洛尼亚,威尼斯,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
3f13eb01be32,ISA,萨勒尼塔纳,桑普多利亚,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
c9ae2f8c11c0,FL1,昂热,洛里昂,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
6b43ea534362,FL1,梅斯,波尔多,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
951936a231b6,FL1,斯特拉斯堡,兰斯,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
042ab8d9a8df,FL1,特鲁瓦,圣埃蒂安,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
bc69e1b95d08,BUN,弗赖堡,法兰克福,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
7c5d35269a55,LLG,格兰纳达,皇家马德里,-1.25,-1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
7095b5b3aa27,FL1,克莱蒙特,尼斯,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
a530d79a22fe,BUN,美因茨,科隆,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
9602fa77a753,EPL,托特纳姆热刺,利兹联,1.0,0.5,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
9cd8795c70d5,ISA,国际米兰,那不勒斯,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
d6a800d9eab0,LLG,埃尔切,皇家贝蒂斯,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
28e126f7e422,ISA,热那亚,罗马,-0.75,-0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
b020ce7e58c5,FL1,里昂,马赛,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
08aa56bd4af3,LLG,皇家社会,巴伦西亚,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
14e78cd5f7d2,ISA,维罗纳,恩波利,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
c878d6f56204,ISA,都灵,乌迪内斯,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
f0a92b3b5c69,LLG,巴列卡诺,马洛卡,0.5,0.75,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
c501cdb15441,UCL,基辅迪纳摩,拜仁慕尼黑,-1.5,-1.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
5b9044d9a8a9,UCL,比利亚雷亚尔,曼彻斯特联,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
4199c1dd613a,UCL,巴塞罗那,本菲卡,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
e73e9b81e346,UCL,年轻人,亚特兰大,-0.75,-0.5,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
dc257f82d696,UCL,里尔,FC萨尔茨堡,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
c8e94c7cf511,UCL,塞维利亚,沃尔夫斯堡,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
76f2343ca623,UCL,马尔默,圣彼得堡泽尼特,-0.5,-0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
501bb2c9f32f,UCL,切尔西,尤文图斯,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
4ca39454adae,UEL,莫斯科斯巴达,那不勒斯,-0.75,-1.0,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
27ed2ef11f5f,UCL,国际米兰,顿涅茨克矿工,1.75,1.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
e2911a8db97c,UCL,贝西克塔斯,阿贾克斯,-1.5,-1.0,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
e6372b024b0e,UCL,布鲁日,RB莱比锡,-0.5,-0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
9adc8ece9174,UCL,曼彻斯特城,巴黎圣日尔曼,1.0,0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
adbf3c88b40f,UCL,马德里竞技,AC米兰,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
0de50143c41c,UCL,利物浦,波尔图,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
76e0c6c3ad1d,UCL,葡萄牙体育,多特蒙德,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
e54b158035e5,UCL,谢里夫,皇家马德里,-1.75,-1.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
28e3cf14d659,UEL,加拉塔萨雷,马赛,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
9eb5d27c9f0d,UEL,莫斯科火车头,拉齐奥,-1.0,-0.5,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
6e5311aaa18d,UEL,贝尔格莱德红星,卢多戈雷茨,1.5,1.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
84772641bf17,UEL,中日德兰,布拉加,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
5559f6123b8e,UEL,皇家贝蒂斯,费伦茨瓦罗斯,1.75,1.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
cc48deb88ffc,UEL,勒沃库森,凯尔特人,1.0,1.25,0.25,升盘,水位稳定,水位稳定,正常波动,正常盘口
505175baca30,UEL,维也纳快速,西汉姆联,-1.0,-1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
b4c1a3ad3c4a,UEL,萨格勒布迪纳摩,亨克,0.5,0.0,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
5dbbfbadf721,UEL,法兰克福,安特卫普,1.25,1.5,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
15cc24d79085,UEL,莱斯特城,华沙军团,2.25,2.0,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
a04129d820bd,UEL,摩纳哥,皇家社会,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
59520bbad8c8,UEL,埃因霍温,格拉茨风暴,1.5,1.75,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
cfc66cc6c3e2,UEL,格拉斯哥流浪者,布拉格斯巴达,1.0,0.5,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
37061f799f7d,UEL,布隆德比,里昂,-0.25,-0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
f181380d7076,BUN,斯图加特,美因茨,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
9acf13972e49,ISA,卡利亚里,萨勒尼塔纳,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
5850b5100459,LLG,毕尔巴鄂竞技,格兰纳达,1.25,0.5,-0.75,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
e2c626fc10c1,FL1,朗斯,昂热,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
afc7deec44e9,EPL,阿森纳,纽卡斯尔联,1.0,1.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
f1f7b350adc1,LLG,阿拉维斯,维戈塞尔塔,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
7418f6d226a4,ISA,恩波利,佛罗伦萨,-0.5,-0.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
8e696a1ff65a,ISA,桑普多利亚,维罗纳,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
89328fd266ee,BUN,沃尔夫斯堡,多特蒙德,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
01ecaccdd5ff,BUN,柏林赫塔,奥格斯堡,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
124499b8108c,BUN,科隆,门兴格拉德巴赫,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
1db410181121,BUN,波鸿,弗赖堡,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
f9672090b3c4,BUN,菲尔特,霍芬海姆,-1.0,-0.75,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
cf093b7e02f1,EPL,诺维奇,狼队,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
2d6504f6e71f,EPL,利物浦,南安普顿,1.75,1.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
5535895612b9,EPL,水晶宫,阿斯顿维拉,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
d5df16f97952,LLG,巴伦西亚,巴列卡诺,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
d3f169e88647,FL1,里尔,南特,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
bac93678ef0a,ISA,尤文图斯,亚特兰大,0.25,0.5,0.25,升盘,水位稳定,水位稳定,正常波动,正常盘口
b73ad9707c45,EPL,布莱顿,利兹联,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
579b40a06510,BUN,拜仁慕尼黑,比勒费尔德,3.0,2.75,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
52f9207f8d06,LLG,马洛卡,赫塔菲,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
9c24d7975fb2,ISA,威尼斯,国际米兰,-1.5,-1.25,0.25,升盘,水位稳定,水位稳定,正常波动,正常盘口
50cc90182dbc,LLG,比利亚雷亚尔,巴塞罗那,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
40147ef9d194,FL1,尼斯,梅斯,1.25,1.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
dc6f4dc47c34,ISA,乌迪内斯,热那亚,0.75,0.25,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
e38232cb8398,FL1,圣埃蒂安,巴黎圣日尔曼,-1.75,-1.5,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
ef71477d494b,LLG,皇家贝蒂斯,莱万特,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
e3fc7e812cb4,FL1,洛里昂,雷恩,-0.75,-0.5,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
09e03c1bfacb,FL1,波尔多,布雷斯特,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
5a9356ea6e54,FL1,兰斯,克莱蒙特,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
c65b0fa4a6f0,FL1,摩纳哥,斯特拉斯堡,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
115326d8f8c3,ISA,斯佩齐亚,博洛尼亚,-0.25,0.0,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
4e7e75aca0ac,EPL,伯恩利,托特纳姆热刺,-0.5,-0.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
735d9840901f,EPL,曼彻斯特城,西汉姆联,1.75,1.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
ea8d13dad872,EPL,莱斯特城,沃特福德,0.75,1.25,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
fa684b918bde,ISA,AC米兰,萨索洛,1.25,1.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
80f6ef7dae28,EPL,布伦特福德,埃弗顿,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
6752e08c22ee,BUN,法兰克福,柏林联合,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
6887983623fc,LLG,西班牙人,皇家社会,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
3b144b0f2b05,FL1,蒙彼利埃,里昂,-0.75,-0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
7437bd17332d,EPL,切尔西,曼彻斯特联,1.0,0.5,-0.5,跳降盘,水位稳定,水位稳定,强势跳降盘,临场资金冲击
9acd8cbc1fcd,BUN,RB莱比锡,勒沃库森,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
300794e53483,ISA,罗马,都灵,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
ca46e5e44d98,LLG,加的斯,马德里竞技,-1.25,-1.0,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
527307a0d5e2,ISA,那不勒斯,拉齐奥,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
f13da24300d3,FL1,马赛,特鲁瓦,1.25,1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
98cca6766247,LLG,皇家马德里,塞维利亚,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
1d21116f554a,LLG,奥萨苏纳,埃尔切,0.75,0.5,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
4c84a4ef21b2,ISA,亚特兰大,威尼斯,1.5,1.75,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
9dc0108bd7f9,ISA,佛罗伦萨,桑普多利亚,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
2d79c3c55c45,EPL,纽卡斯尔联,诺维奇,0.25,0.5,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
f6d092eb2bda,ISA,维罗纳,卡利亚里,1.0,0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
087627e6664b,ISA,萨勒尼塔纳,尤文图斯,-1.25,-1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
3102d8752db6,EPL,利兹联,水晶宫,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
f88d41c66ef8,ISA,博洛尼亚,罗马,0.0,-0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
c0857935b8b1,ISA,国际米兰,斯佩齐亚,2.25,2.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
0ebdfd00b258,FL1,昂热,摩纳哥,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
5d7aa3449c1d,FL1,布雷斯特,圣埃蒂安,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
893762e38774,FL1,梅斯,蒙彼利埃,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
8c9d11d61d7a,FL1,斯特拉斯堡,波尔多,0.5,0.75,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
6c72fdd67c18,FL1,特鲁瓦,洛里昂,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
89c049d6a41b,EPL,西汉姆联,布莱顿,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
2b1c8dd716f6,EPL,狼队,伯恩利,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
7b8b81453cd9,EPL,南安普顿,莱斯特城,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
57c4830b9600,EPL,沃特福德,切尔西,-1.25,-1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
5be22cea5401,ISA,热那亚,AC米兰,-1.0,-1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
e8e7f7e0e537,ISA,萨索洛,那不勒斯,-0.5,-0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
e35b719198e8,LLG,皇家马德里,毕尔巴鄂竞技,1.0,1.25,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
261050a4ccfd,FL1,克莱蒙特,朗斯,-0.25,0.0,0.25,升盘,水位稳定,水位稳定,正常波动,正常盘口
a3291727caf1,FL1,里昂,兰斯,1.0,1.25,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
45cbc31bbf0b,FL1,南特,马赛,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
45974f99603a,FL1,巴黎圣日尔曼,尼斯,1.5,1.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
084e75a3162b,FL1,雷恩,里尔,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
acdda443ced8,EPL,阿斯顿维拉,曼彻斯特城,-1.25,-1.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
01d84aca9feb,EPL,埃弗顿,利物浦,-1.5,-1.0,0.5,跳升盘,水位稳定,水位稳定,强势跳升盘,临场资金冲击
9527104555d2,ISA,都灵,恩波利,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
90c2964b0abb,EPL,托特纳姆热刺,布伦特福德,0.75,1.0,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
1bd9239e33a0,ISA,拉齐奥,乌迪内斯,0.75,0.75,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
00db6a355eab,EPL,曼彻斯特联,阿森纳,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
eb35098080f7,BUN,柏林联合,RB莱比锡,-0.5,-0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
6883f0b8ace6,LLG,格兰纳达,阿拉维斯,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
78eb8ad6a483,EPL,西汉姆联,切尔西,-0.5,-0.75,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
463835b6d3d1,LLG,塞维利亚,比利亚雷亚尔,0.5,0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
cace5aee6806,ISA,AC米兰,萨勒尼塔纳,1.5,1.75,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
82401addad1d,BUN,勒沃库森,菲尔特,2.0,1.75,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
1524a1918ea5,BUN,霍芬海姆,法兰克福,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,正常盘口
3f1bc9658912,BUN,美因茨,沃尔夫斯堡,0.25,0.0,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
17c9f790c233,BUN,奥格斯堡,波鸿,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
9e8c5f6ce75c,BUN,比勒费尔德,科隆,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
1148d98d34c2,EPL,纽卡斯尔联,伯恩利,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
aa20af9a81b0,EPL,南安普顿,布莱顿,0.0,0.25,0.25,升盘,水位稳定,水位稳定,正常波动,正常盘口
09ee15eb903d,EPL,狼队,利物浦,-1.25,-1.0,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
3cd72d01e7ff,LLG,巴塞罗那,皇家贝蒂斯,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
ddd123ed8424,FL1,马赛,布雷斯特,1.0,1.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
c5e332e438f4,ISA,罗马,国际米兰,-0.5,-0.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
979b63690de3,LLG,马德里竞技,马洛卡,1.25,1.5,0.25,升盘,水位稳定,水位稳定,正常波动,正常盘口
8876a153f5ff,EPL,沃特福德,曼彻斯特城,-2.0,-1.75,0.25,升盘,水位稳定,水位稳定,正常波动,假动作盘口
5a0c0f4950b1,BUN,多特蒙德,拜仁慕尼黑,-0.5,-0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
693e112d963e,FL1,里尔,特鲁瓦,1.0,1.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
a28dcc4bdece,ISA,那不勒斯,亚特兰大,0.0,0.25,0.25,升盘,水位稳定,水位稳定,正常波动,诱盘信号
c2f67ed6e18c,LLG,皇家社会,皇家马德里,-0.25,-0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
ee82c371b53d,FL1,朗斯,巴黎圣日尔曼,-0.75,-1.0,-0.25,降盘,水位稳定,水位稳定,正常波动,假动作盘口
6d2990de812a,ISA,博洛尼亚,佛罗伦萨,0.0,0.0,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
d3bd3379db8a,FL1,圣埃蒂安,雷恩,-0.5,-0.5,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
2eee661cd3ac,LLG,巴列卡诺,西班牙人,0.5,0.25,-0.25,降盘,水位稳定,水位稳定,正常波动,诱盘信号
ddafe8543c32,FL1,兰斯,昂热,0.25,0.25,0.0,盘口稳定,水位稳定,水位稳定,正常波动,正常盘口
