match_id,kickoff_time,league_code,home_team,away_team,asian_close_line,fair_asian_line,asian_line_mispricing,asian_edge_pct,value_direction,value_edge_level,market_strength_score,strength_level,trade_score,trade_score_detail,behavior_label,risk_flag,risk_count
c9ae2f8c11c0,2021-11-21 22:00:00,FL1,昂热,洛里昂,0.5,1.3015638549467878,-0.8015638549467878,8.015638549467878,上盘价值(盘口过浅),超强Edge(≥8%),53,中等,B,中等价值+信号确认+风控通过,假动作盘口,False,0
6b43ea534362,2021-11-21 22:00:00,FL1,梅斯,波尔多,0.0,0.5369690721649484,-0.5369690721649484,5.369690721649484,上盘价值(盘口过浅),强Edge(5-8%),47,弱,C,"弱价值信号, 需观察",诱盘信号,False,0
951936a231b6,2021-11-21 22:00:00,FL1,斯特拉斯堡,兰斯,0.5,1.0888881083628121,-0.5888881083628121,5.888881083628121,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
042ab8d9a8df,2021-11-21 22:00:00,FL1,特鲁瓦,圣埃蒂安,0.25,0.48840933852140067,-0.23840933852140067,2.3840933852140065,上盘价值(盘口过浅),弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
bc69e1b95d08,2021-11-21 22:30:00,BUN,弗赖堡,法兰克福,0.5,1.1631843710444218,-0.6631843710444218,6.631843710444219,上盘价值(盘口过浅),强Edge(5-8%),47,弱,C,"弱价值信号, 需观察",正常盘口,False,0
7c5d35269a55,2021-11-21 23:15:00,LLG,格兰纳达,皇家马德里,-1.25,-1.5852128987517335,0.33521289875173355,3.3521289875173355,下盘价值(盘口过深),中等Edge(3-5%),52,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
7095b5b3aa27,2021-11-22 00:00:00,FL1,克莱蒙特,尼斯,-0.25,-0.05696800308403993,-0.19303199691596007,1.9303199691596007,上盘价值(盘口过浅),弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
a530d79a22fe,2021-11-22 00:30:00,BUN,美因茨,科隆,0.5,0.8071493279322406,-0.3071493279322406,3.071493279322406,上盘价值(盘口过浅),中等Edge(3-5%),52,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
9602fa77a753,2021-11-22 00:30:00,EPL,托特纳姆热刺,利兹联,0.5,1.6543375314861464,-1.1543375314861464,11.543375314861464,上盘价值(盘口过浅),超强Edge(≥8%),58,中等,B,中等价值+信号确认+风控通过,临场资金冲击,False,0
9cd8795c70d5,2021-11-22 01:00:00,ISA,国际米兰,那不勒斯,0.25,0.7068195991091311,-0.45681959910913106,4.568195991091311,上盘价值(盘口过浅),中等Edge(3-5%),53,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
d6a800d9eab0,2021-11-22 01:30:00,LLG,埃尔切,皇家贝蒂斯,-0.25,-0.001300277392510485,-0.24869972260748952,2.4869972260748954,上盘价值(盘口过浅),弱Edge(1-3%),48,弱,C,"弱价值信号, 需观察",正常盘口,False,0
28e126f7e422,2021-11-22 03:45:00,ISA,热那亚,罗马,-0.75,-0.7961577740406666,0.046157774040666566,0.46157774040666566,公允定价,无Edge(<1%),38,弱,D,,正常盘口,False,0
b020ce7e58c5,2021-11-22 03:45:00,FL1,里昂,马赛,0.5,1.0468699731903486,-0.5468699731903486,5.468699731903486,上盘价值(盘口过浅),强Edge(5-8%),62,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
08aa56bd4af3,2021-11-22 04:00:00,LLG,皇家社会,巴伦西亚,0.5,1.637933997963366,-1.137933997963366,11.37933997963366,上盘价值(盘口过浅),超强Edge(≥8%),63,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
14e78cd5f7d2,2021-11-23 01:30:00,ISA,维罗纳,恩波利,0.75,1.3311216372577381,-0.5811216372577381,5.811216372577381,上盘价值(盘口过浅),强Edge(5-8%),62,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
c878d6f56204,2021-11-23 03:45:00,ISA,都灵,乌迪内斯,0.25,0.817746835443038,-0.567746835443038,5.6774683544303794,上盘价值(盘口过浅),强Edge(5-8%),43,弱,C,"弱价值信号, 需观察",正常盘口,False,0
f0a92b3b5c69,2021-11-23 04:00:00,LLG,巴列卡诺,马洛卡,0.75,1.1704516964733416,-0.4204516964733416,4.204516964733416,上盘价值(盘口过浅),中等Edge(3-5%),63,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
c501cdb15441,2021-11-24 01:45:00,UCL,基辅迪纳摩,拜仁慕尼黑,-1.75,-1.7279989262705804,-0.022001073729419618,0.22001073729419618,公允定价,无Edge(<1%),66,强,D,,诱盘信号,False,0
5b9044d9a8a9,2021-11-24 01:45:00,UCL,比利亚雷亚尔,曼彻斯特联,-0.25,0.2590984875983062,-0.5090984875983062,5.090984875983063,上盘价值(盘口过浅),强Edge(5-8%),59,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
4199c1dd613a,2021-11-24 04:00:00,UCL,巴塞罗那,本菲卡,1.0,1.6020311513475436,-0.6020311513475436,6.020311513475436,上盘价值(盘口过浅),强Edge(5-8%),61,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
e73e9b81e346,2021-11-24 04:00:00,UCL,年轻人,亚特兰大,-0.5,-0.7417728459530029,0.24177284595300286,2.4177284595300286,下盘价值(盘口过深),弱Edge(1-3%),48,弱,C,"弱价值信号, 需观察",诱盘信号,False,0
dc257f82d696,2021-11-24 04:00:00,UCL,里尔,FC萨尔茨堡,0.0,0.3266657334144857,-0.3266657334144857,3.266657334144857,上盘价值(盘口过浅),中等Edge(3-5%),51,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
c8e94c7cf511,2021-11-24 04:00:00,UCL,塞维利亚,沃尔夫斯堡,0.5,1.4551863253402466,-0.9551863253402466,9.551863253402466,上盘价值(盘口过浅),超强Edge(≥8%),53,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
76f2343ca623,2021-11-24 04:00:00,UCL,马尔默,圣彼得堡泽尼特,-0.5,-0.6447934056141391,0.14479340561413911,1.4479340561413911,公允定价,弱Edge(1-3%),48,弱,C,"弱价值信号, 需观察",正常盘口,False,0
501bb2c9f32f,2021-11-24 04:00:00,UCL,切尔西,尤文图斯,0.75,1.5076551724137932,-0.7576551724137932,7.576551724137932,上盘价值(盘口过浅),强Edge(5-8%),62,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
4ca39454adae,2021-11-24 23:30:00,UEL,莫斯科斯巴达,那不勒斯,-1.0,-0.9265254488839745,-0.07347455111602552,0.7347455111602552,公允定价,无Edge(<1%),62,中等,D,,正常盘口,False,0
27ed2ef11f5f,2021-11-25 01:45:00,UCL,国际米兰,顿涅茨克矿工,1.5,2.3226993865030674,-0.8226993865030674,8.226993865030675,上盘价值(盘口过浅),超强Edge(≥8%),71,强,A,强价值+强信号+低分歧+风控通过,诱盘信号,False,0
e2911a8db97c,2021-11-25 01:45:00,UCL,贝西克塔斯,阿贾克斯,-1.0,-1.5611659613858768,0.5611659613858768,5.611659613858768,下盘价值(盘口过深),强Edge(5-8%),63,中等,B,中等价值+信号确认+风控通过,临场资金冲击,False,0
e6372b024b0e,2021-11-25 04:00:00,UCL,布鲁日,RB莱比锡,-0.5,-0.42643003523405465,-0.07356996476594535,0.7356996476594535,公允定价,无Edge(<1%),57,中等,D,,正常盘口,False,0
9adc8ece9174,2021-11-25 04:00:00,UCL,曼彻斯特城,巴黎圣日尔曼,0.75,1.7290885341074023,-0.9790885341074023,9.790885341074024,上盘价值(盘口过浅),超强Edge(≥8%),63,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
adbf3c88b40f,2021-11-25 04:00:00,UCL,马德里竞技,AC米兰,0.75,1.5644516129032255,-0.8144516129032255,8.144516129032255,上盘价值(盘口过浅),超强Edge(≥8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
0de50143c41c,2021-11-25 04:00:00,UCL,利物浦,波尔图,0.5,1.3880459278542212,-0.8880459278542212,8.880459278542212,上盘价值(盘口过浅),超强Edge(≥8%),54,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
76e0c6c3ad1d,2021-11-25 04:00:00,UCL,葡萄牙体育,多特蒙德,-0.25,0.36435649794801656,-0.6143564979480165,6.143564979480165,上盘价值(盘口过浅),强Edge(5-8%),59,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
e54b158035e5,2021-11-25 04:00:00,UCL,谢里夫,皇家马德里,-1.75,-1.9012220630372494,0.1512220630372494,1.5122206303724939,下盘价值(盘口过深),弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
28e3cf14d659,2021-11-26 01:45:00,UEL,加拉塔萨雷,马赛,0.0,0.0,0.0,0.0,公允定价,无Edge(<1%),51,中等,D,,正常盘口,False,0
9eb5d27c9f0d,2021-11-26 01:45:00,UEL,莫斯科火车头,拉齐奥,-0.5,-1.0126274658573593,0.5126274658573593,5.1262746585735925,下盘价值(盘口过深),强Edge(5-8%),63,中等,B,中等价值+信号确认+风控通过,临场资金冲击,False,0
6e5311aaa18d,2021-11-26 01:45:00,UEL,贝尔格莱德红星,卢多戈雷茨,1.25,2.246657183499289,-0.996657183499289,9.966571834992891,上盘价值(盘口过浅),超强Edge(≥8%),72,强,A,强价值+强信号+低分歧+风控通过,诱盘信号,False,0
84772641bf17,2021-11-26 01:45:00,UEL,中日德兰,布拉加,0.0,0.4013406513872134,-0.4013406513872134,4.013406513872134,上盘价值(盘口过浅),中等Edge(3-5%),57,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
5559f6123b8e,2021-11-26 01:45:00,UEL,皇家贝蒂斯,费伦茨瓦罗斯,1.75,2.538610662358643,-0.7886106623586429,7.8861066235864286,上盘价值(盘口过浅),强Edge(5-8%),65,中等,A,强价值+强信号+低分歧+风控通过,正常盘口,False,0
cc48deb88ffc,2021-11-26 01:45:00,UEL,勒沃库森,凯尔特人,1.25,1.763042016806723,-0.5130420168067229,5.130420168067229,上盘价值(盘口过浅),强Edge(5-8%),67,强,A,强价值+强信号+低分歧+风控通过,正常盘口,False,0
505175baca30,2021-11-26 01:45:00,UEL,维也纳快速,西汉姆联,-1.0,-1.126949867482683,0.126949867482683,1.26949867482683,公允定价,弱Edge(1-3%),46,弱,C,"弱价值信号, 需观察",正常盘口,False,0
b4c1a3ad3c4a,2021-11-26 01:45:00,UEL,萨格勒布迪纳摩,亨克,0.0,0.8137462686567167,-0.8137462686567167,8.137462686567167,上盘价值(盘口过浅),超强Edge(≥8%),52,中等,B,中等价值+信号确认+风控通过,临场资金冲击,False,0
5dbbfbadf721,2021-11-26 04:00:00,UEL,法兰克福,安特卫普,1.5,1.9962662245381333,-0.4962662245381333,4.962662245381333,上盘价值(盘口过浅),中等Edge(3-5%),61,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
15cc24d79085,2021-11-26 04:00:00,UEL,莱斯特城,华沙军团,2.0,2.788654781199352,-0.7886547811993521,7.886547811993521,上盘价值(盘口过浅),强Edge(5-8%),80,强,A,强价值+强信号+低分歧+风控通过,假动作盘口,False,0
a04129d820bd,2021-11-26 04:00:00,UEL,摩纳哥,皇家社会,0.0,-0.05610185140658824,0.05610185140658824,0.5610185140658824,公允定价,无Edge(<1%),51,中等,D,,正常盘口,False,0
59520bbad8c8,2021-11-26 04:00:00,UEL,埃因霍温,格拉茨风暴,1.75,2.3226993865030674,-0.5726993865030674,5.726993865030674,上盘价值(盘口过浅),强Edge(5-8%),61,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
cfc66cc6c3e2,2021-11-26 04:00:00,UEL,格拉斯哥流浪者,布拉格斯巴达,0.5,1.5727444345314523,-1.0727444345314523,10.727444345314524,上盘价值(盘口过浅),超强Edge(≥8%),68,强,A,强价值+强信号+低分歧+风控通过,临场资金冲击,False,0
37061f799f7d,2021-11-26 04:00:00,UEL,布隆德比,里昂,-0.5,-0.20903157894736826,-0.29096842105263176,2.9096842105263176,上盘价值(盘口过浅),弱Edge(1-3%),44,弱,C,"弱价值信号, 需观察",诱盘信号,False,0
f181380d7076,2021-11-27 03:30:00,BUN,斯图加特,美因茨,-0.25,0.0,-0.25,2.5,上盘价值(盘口过浅),弱Edge(1-3%),59,中等,C,"弱价值信号, 需观察",诱盘信号,False,0
9acf13972e49,2021-11-27 03:45:00,ISA,卡利亚里,萨勒尼塔纳,0.5,1.259866957903098,-0.7598669579030981,7.598669579030981,上盘价值(盘口过浅),强Edge(5-8%),52,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
5850b5100459,2021-11-27 04:00:00,LLG,毕尔巴鄂竞技,格兰纳达,0.5,2.162245728234337,-1.6622457282343368,16.62245728234337,上盘价值(盘口过浅),超强Edge(≥8%),68,强,A,强价值+强信号+低分歧+风控通过,临场资金冲击,True,2
e2c626fc10c1,2021-11-27 04:00:00,FL1,朗斯,昂热,0.5,1.393039033457249,-0.8930390334572491,8.930390334572492,上盘价值(盘口过浅),超强Edge(≥8%),68,强,A,强价值+强信号+低分歧+风控通过,诱盘信号,False,0
afc7deec44e9,2021-11-27 20:30:00,EPL,阿森纳,纽卡斯尔联,1.25,1.7453684210526317,-0.4953684210526317,4.953684210526317,上盘价值(盘口过浅),中等Edge(3-5%),67,强,B,中等价值+信号确认+风控通过,诱盘信号,False,0
f1f7b350adc1,2021-11-27 21:00:00,LLG,阿拉维斯,维戈塞尔塔,0.0,-0.14227499999999998,0.14227499999999998,1.4227499999999997,公允定价,弱Edge(1-3%),51,中等,C,"弱价值信号, 需观察",正常盘口,False,0
7418f6d226a4,2021-11-27 22:00:00,ISA,恩波利,佛罗伦萨,-0.25,-0.43386216653193194,0.18386216653193194,1.8386216653193195,下盘价值(盘口过深),弱Edge(1-3%),54,中等,C,"弱价值信号, 需观察",诱盘信号,False,0
8e696a1ff65a,2021-11-27 22:00:00,ISA,桑普多利亚,维罗纳,0.0,-0.07257977528089898,0.07257977528089898,0.7257977528089898,公允定价,无Edge(<1%),51,中等,D,,正常盘口,False,0
89328fd266ee,2021-11-27 22:30:00,BUN,沃尔夫斯堡,多特蒙德,-0.25,-0.008898487598306248,-0.24110151240169375,2.4110151240169375,上盘价值(盘口过浅),弱Edge(1-3%),54,中等,C,"弱价值信号, 需观察",诱盘信号,False,0
01ecaccdd5ff,2021-11-27 22:30:00,BUN,柏林赫塔,奥格斯堡,0.5,1.0678813029587442,-0.5678813029587442,5.678813029587442,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
124499b8108c,2021-11-27 22:30:00,BUN,科隆,门兴格拉德巴赫,-0.25,-0.20903157894736826,-0.04096842105263174,0.40968421052631737,公允定价,无Edge(<1%),53,中等,D,,正常盘口,False,0
1db410181121,2021-11-27 22:30:00,BUN,波鸿,弗赖堡,-0.25,-0.1886793826671942,-0.061320617332805805,0.613206173328058,公允定价,无Edge(<1%),53,中等,D,,正常盘口,False,0
f9672090b3c4,2021-11-27 22:30:00,BUN,菲尔特,霍芬海姆,-0.75,-1.0849207281833944,0.33492072818339436,3.3492072818339436,下盘价值(盘口过深),中等Edge(3-5%),48,弱,C,"弱价值信号, 需观察",诱盘信号,False,0
cf093b7e02f1,2021-11-27 23:00:00,EPL,诺维奇,狼队,-0.25,-0.19289740160489077,-0.05710259839510923,0.5710259839510923,公允定价,无Edge(<1%),48,弱,D,,正常盘口,False,0
2d6504f6e71f,2021-11-27 23:00:00,EPL,利物浦,南安普顿,1.75,2.481948424068768,-0.7319484240687681,7.319484240687681,上盘价值(盘口过浅),强Edge(5-8%),70,强,A,强价值+强信号+低分歧+风控通过,正常盘口,False,0
5535895612b9,2021-11-27 23:00:00,EPL,水晶宫,阿斯顿维拉,0.25,0.5562692307692306,-0.3062692307692306,3.0626923076923065,上盘价值(盘口过浅),中等Edge(3-5%),53,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
d5df16f97952,2021-11-27 23:15:00,LLG,巴伦西亚,巴列卡诺,0.25,0.9520287769784174,-0.7020287769784174,7.020287769784174,上盘价值(盘口过浅),强Edge(5-8%),54,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
d3f169e88647,2021-11-28 00:00:00,FL1,里尔,南特,0.75,1.4594794087869154,-0.7094794087869154,7.094794087869154,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
bac93678ef0a,2021-11-28 01:00:00,ISA,尤文图斯,亚特兰大,0.5,0.7780846989504696,-0.2780846989504696,2.7808469895046963,上盘价值(盘口过浅),弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
b73ad9707c45,2021-11-28 01:30:00,EPL,布莱顿,利兹联,0.25,0.6577560975609755,-0.40775609756097553,4.077560975609755,上盘价值(盘口过浅),中等Edge(3-5%),48,弱,C,"弱价值信号, 需观察",正常盘口,False,0
579b40a06510,2021-11-28 01:30:00,BUN,拜仁慕尼黑,比勒费尔德,2.75,3.2031662701993278,-0.45316627019932776,4.531662701993278,上盘价值(盘口过浅),中等Edge(3-5%),75,强,B,中等价值+信号确认+风控通过,假动作盘口,True,1
52f9207f8d06,2021-11-28 01:30:00,LLG,马洛卡,赫塔菲,0.0,0.6861857764876633,-0.6861857764876633,6.861857764876634,上盘价值(盘口过浅),强Edge(5-8%),47,弱,C,"弱价值信号, 需观察",诱盘信号,False,0
9c24d7975fb2,2021-11-28 03:45:00,ISA,威尼斯,国际米兰,-1.25,-1.6939639175257732,0.44396391752577324,4.439639175257732,下盘价值(盘口过深),中等Edge(3-5%),58,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
50cc90182dbc,2021-11-28 04:00:00,LLG,比利亚雷亚尔,巴塞罗那,0.0,0.0,0.0,0.0,公允定价,无Edge(<1%),36,弱,D,,正常盘口,False,0
40147ef9d194,2021-11-28 04:00:00,FL1,尼斯,梅斯,1.0,2.1463687150837987,-1.1463687150837987,11.463687150837988,上盘价值(盘口过浅),超强Edge(≥8%),62,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
dc6f4dc47c34,2021-11-28 19:30:00,ISA,乌迪内斯,热那亚,0.25,1.5076551724137932,-1.2576551724137932,12.576551724137932,上盘价值(盘口过浅),超强Edge(≥8%),54,中等,B,中等价值+信号确认+风控通过,临场资金冲击,True,1
e38232cb8398,2021-11-28 20:00:00,FL1,圣埃蒂安,巴黎圣日尔曼,-1.5,-1.8803978102189782,0.3803978102189782,3.8039781021897823,下盘价值(盘口过深),中等Edge(3-5%),59,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
ef71477d494b,2021-11-28 21:00:00,LLG,皇家贝蒂斯,莱万特,0.75,1.3168374422187985,-0.5668374422187985,5.668374422187985,上盘价值(盘口过浅),强Edge(5-8%),62,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
e3fc7e812cb4,2021-11-28 22:00:00,FL1,洛里昂,雷恩,-0.5,-0.9265254488839745,0.4265254488839745,4.265254488839744,下盘价值(盘口过深),中等Edge(3-5%),58,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
09e03c1bfacb,2021-11-28 22:00:00,FL1,波尔多,布雷斯特,0.0,0.48840933852140067,-0.48840933852140067,4.8840933852140065,上盘价值(盘口过浅),中等Edge(3-5%),47,弱,C,"弱价值信号, 需观察",诱盘信号,False,0
5a9356ea6e54,2021-11-28 22:00:00,FL1,兰斯,克莱蒙特,0.25,0.655424826522745,-0.40542482652274503,4.05424826522745,上盘价值(盘口过浅),中等Edge(3-5%),53,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
c65b0fa4a6f0,2021-11-28 22:00:00,FL1,摩纳哥,斯特拉斯堡,0.75,1.288813820834113,-0.5388138208341131,5.388138208341131,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
115326d8f8c3,2021-11-28 22:00:00,ISA,斯佩齐亚,博洛尼亚,0.0,-0.02080742324135232,0.02080742324135232,0.20807423241352319,公允定价,无Edge(<1%),52,中等,D,,诱盘信号,False,0
4e7e75aca0ac,2021-11-28 22:00:00,EPL,伯恩利,托特纳姆热刺,-0.25,-0.7195789473684213,0.4695789473684213,4.695789473684213,下盘价值(盘口过深),中等Edge(3-5%),44,弱,C,"弱价值信号, 需观察",诱盘信号,False,0
735d9840901f,2021-11-28 22:00:00,EPL,曼彻斯特城,西汉姆联,1.75,2.481948424068768,-0.7319484240687681,7.319484240687681,上盘价值(盘口过浅),强Edge(5-8%),60,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
ea8d13dad872,2021-11-28 22:00:00,EPL,莱斯特城,沃特福德,1.25,1.3971289752650178,-0.14712897526501778,1.4712897526501778,公允定价,弱Edge(1-3%),67,强,C,"弱价值信号, 需观察",临场资金冲击,False,0
fa684b918bde,2021-11-28 22:00:00,ISA,AC米兰,萨索洛,1.0,1.8607867549668875,-0.8607867549668875,8.607867549668875,上盘价值(盘口过浅),超强Edge(≥8%),62,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
80f6ef7dae28,2021-11-28 22:00:00,EPL,布伦特福德,埃弗顿,0.25,0.690510864316755,-0.440510864316755,4.40510864316755,上盘价值(盘口过浅),中等Edge(3-5%),48,弱,C,"弱价值信号, 需观察",正常盘口,False,0
6752e08c22ee,2021-11-28 22:30:00,BUN,法兰克福,柏林联合,0.25,0.49026130929047435,-0.24026130929047435,2.4026130929047436,上盘价值(盘口过浅),弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
6887983623fc,2021-11-28 23:15:00,LLG,西班牙人,皇家社会,0.0,-0.06146318793314337,0.06146318793314337,0.6146318793314337,公允定价,无Edge(<1%),41,弱,D,,正常盘口,True,1
3b144b0f2b05,2021-11-29 00:00:00,FL1,蒙彼利埃,里昂,-0.75,-0.6782247191011237,-0.0717752808988763,0.717752808988763,公允定价,无Edge(<1%),52,中等,D,,正常盘口,False,0
7437bd17332d,2021-11-29 00:30:00,EPL,切尔西,曼彻斯特联,0.5,1.7417644122191844,-1.2417644122191844,12.417644122191845,上盘价值(盘口过浅),超强Edge(≥8%),51,中等,C,"弱价值信号, 需观察",临场资金冲击,True,1
9acd8cbc1fcd,2021-11-29 00:30:00,BUN,RB莱比锡,勒沃库森,0.5,0.9076098562628336,-0.40760985626283364,4.076098562628337,上盘价值(盘口过浅),中等Edge(3-5%),62,中等,B,中等价值+信号确认+风控通过,正常盘口,True,1
300794e53483,2021-11-29 01:00:00,ISA,罗马,都灵,0.75,1.3571397737421853,-0.6071397737421853,6.071397737421853,上盘价值(盘口过浅),强Edge(5-8%),47,弱,C,"弱价值信号, 需观察",正常盘口,False,0
ca46e5e44d98,2021-11-29 01:30:00,LLG,加的斯,马德里竞技,-1.0,-1.4144052924791086,0.4144052924791086,4.144052924791087,下盘价值(盘口过深),中等Edge(3-5%),62,中等,B,中等价值+信号确认+风控通过,假动作盘口,False,0
527307a0d5e2,2021-11-29 03:45:00,ISA,那不勒斯,拉齐奥,0.75,1.2315718348190277,-0.48157183481902766,4.815718348190277,上盘价值(盘口过浅),中等Edge(3-5%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
f13da24300d3,2021-11-29 03:45:00,FL1,马赛,特鲁瓦,1.25,2.020560747663551,-0.7705607476635512,7.705607476635512,上盘价值(盘口过浅),强Edge(5-8%),51,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
98cca6766247,2021-11-29 04:00:00,LLG,皇家马德里,塞维利亚,0.75,1.4337175278332859,-0.6837175278332859,6.837175278332859,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
1d21116f554a,2021-11-30 04:00:00,LLG,奥萨苏纳,埃尔切,0.5,1.2954701120797012,-0.7954701120797012,7.9547011207970115,上盘价值(盘口过浅),强Edge(5-8%),63,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
4c84a4ef21b2,2021-12-01 01:30:00,ISA,亚特兰大,威尼斯,1.75,2.481948424068768,-0.7319484240687681,7.319484240687681,上盘价值(盘口过浅),强Edge(5-8%),66,强,A,强价值+强信号+低分歧+风控通过,诱盘信号,False,0
9dc0108bd7f9,2021-12-01 01:30:00,ISA,佛罗伦萨,桑普多利亚,0.75,1.3272524409933113,-0.5772524409933113,5.772524409933113,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
2d79c3c55c45,2021-12-01 03:30:00,EPL,纽卡斯尔联,诺维奇,0.5,0.8916199095022627,-0.39161990950226266,3.916199095022627,上盘价值(盘口过浅),中等Edge(3-5%),63,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
f6d092eb2bda,2021-12-01 03:45:00,ISA,维罗纳,卡利亚里,0.75,1.7104826432515092,-0.9604826432515092,9.604826432515093,上盘价值(盘口过浅),超强Edge(≥8%),53,中等,B,中等价值+信号确认+风控通过,假动作盘口,True,1
087627e6664b,2021-12-01 03:45:00,ISA,萨勒尼塔纳,尤文图斯,-1.25,-1.6939639175257732,0.44396391752577324,4.439639175257732,下盘价值(盘口过深),中等Edge(3-5%),52,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
3102d8752db6,2021-12-01 04:15:00,EPL,利兹联,水晶宫,0.25,0.5732219626168222,-0.32322196261682223,3.2322196261682223,上盘价值(盘口过浅),中等Edge(3-5%),53,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
f88d41c66ef8,2021-12-02 01:30:00,ISA,博洛尼亚,罗马,-0.25,-0.029733333333333417,-0.22026666666666658,2.2026666666666657,上盘价值(盘口过浅),弱Edge(1-3%),59,中等,C,"弱价值信号, 需观察",诱盘信号,False,0
c0857935b8b1,2021-12-02 01:30:00,ISA,国际米兰,斯佩齐亚,2.0,2.932580326790218,-0.9325803267902182,9.325803267902181,上盘价值(盘口过浅),超强Edge(≥8%),80,强,A,强价值+强信号+低分歧+风控通过,诱盘信号,False,0
0ebdfd00b258,2021-12-02 02:00:00,FL1,昂热,摩纳哥,-0.25,-0.23863102833366373,-0.01136897166633627,0.1136897166633627,公允定价,无Edge(<1%),53,中等,D,,正常盘口,False,0
5d7aa3449c1d,2021-12-02 02:00:00,FL1,布雷斯特,圣埃蒂安,0.25,0.9343621665319324,-0.6843621665319324,6.843621665319324,上盘价值(盘口过浅),强Edge(5-8%),59,中等,B,中等价值+信号确认+风控通过,诱盘信号,False,0
893762e38774,2021-12-02 02:00:00,FL1,梅斯,蒙彼利埃,0.0,0.0,0.0,0.0,公允定价,无Edge(<1%),51,中等,D,,正常盘口,False,0
8c9d11d61d7a,2021-12-02 02:00:00,FL1,斯特拉斯堡,波尔多,0.75,1.288813820834113,-0.5388138208341131,5.388138208341131,上盘价值(盘口过浅),强Edge(5-8%),63,中等,B,中等价值+信号确认+风控通过,假动作盘口,False,0
6c72fdd67c18,2021-12-02 02:00:00,FL1,特鲁瓦,洛里昂,0.25,0.5347741935483868,-0.28477419354838684,2.8477419354838682,上盘价值(盘口过浅),弱Edge(1-3%),53,中等,C,"弱价值信号, 需观察",正常盘口,False,0
89c049d6a41b,2021-12-02 03:30:00,EPL,西汉姆联,布莱顿,0.5,0.9953492686407424,-0.49534926864074236,4.953492686407424,上盘价值(盘口过浅),中等Edge(3-5%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
2b1c8dd716f6,2021-12-02 03:30:00,EPL,狼队,伯恩利,0.5,1.0678813029587442,-0.5678813029587442,5.678813029587442,上盘价值(盘口过浅),强Edge(5-8%),57,中等,B,中等价值+信号确认+风控通过,正常盘口,False,0
